,depth,auc,se,fit_times,mean_fit_time,total_fit_time,compute_score_times,mean_compute_score_time,total_compute_score_time
0,,0.6178150699089888,0.00503333202921627,"[0.046945810317993164, 0.04585099220275879, 0.04725217819213867, 0.04807400703430176, 0.046514034271240234, 0.0479731559753418, 0.04632687568664551, 0.04737114906311035, 0.04514789581298828, 0.04610872268676758]",0.04675648212432861,0.46756482124328613,"[0.013569831848144531, 0.013193130493164062, 0.01317596435546875, 0.01420903205871582, 0.013813972473144531, 0.01371002197265625, 0.014419078826904297, 0.013369083404541016, 0.013479232788085938, 0.013811349868774414]",0.013675069808959961,0.1367506980895996
